RalphAtaque1: .word 64, 58
.byte 199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,4,4,4,4,4,4,4,4,4,4,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
175,175,175,199,199,199,199,199,199,199,199,199,199,199,199,199,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,199,199,199,199,199,199,199,199,199,199,199,199,199,175,
175,175,175,175,199,199,199,199,199,199,199,199,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,199,199,199,199,199,199,199,199,175,175,
93,93,175,175,199,199,199,4,13,4,13,4,175,175,175,175,175,175,175,175,175,175,175,22,22,22,87,87,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,13,4,13,4,13,4,199,199,199,175,175,
175,175,175,175,4,3,4,4,4,13,175,175,175,175,175,175,175,175,175,175,175,175,22,22,22,22,87,87,87,4,4,4,22,22,87,87,87,87,22,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,13,4,13,4,4,4,3,4,175,175,
175,175,175,175,3,4,4,4,13,175,175,175,175,175,175,175,175,175,175,175,175,87,22,22,22,22,87,87,87,4,4,4,22,22,87,87,87,87,22,22,22,4,4,4,4,4,4,4,4,4,4,4,4,13,4,13,4,13,4,4,4,3,175,175,
175,175,175,175,4,3,4,4,175,175,175,175,175,175,175,175,175,175,175,175,175,87,22,22,22,22,87,87,4,4,4,4,22,13,87,87,87,87,22,22,22,22,87,87,4,4,4,4,4,4,4,4,4,4,13,4,13,4,4,4,3,4,175,175,
175,175,175,175,3,4,4,4,175,175,175,175,175,175,175,175,175,175,175,175,175,14,14,14,14,14,14,14,4,13,13,4,14,13,13,14,14,13,13,14,14,14,14,14,14,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,175,175,
175,175,175,175,4,3,4,175,175,175,175,175,175,175,175,175,175,175,175,175,14,14,14,14,14,14,14,14,4,4,13,13,13,13,13,14,13,13,14,14,14,14,14,14,14,14,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,175,175,
175,175,175,175,3,4,4,175,175,175,175,175,175,175,175,175,175,175,175,175,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,175,175,
175,175,175,175,4,4,4,175,175,175,175,175,175,175,175,175,175,175,175,175,14,14,14,14,14,14,14,4,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,4,4,4,4,4,4,4,4,4,4,4,4,4,4,175,175,
