ralphpDireita2: .word 44, 56
.byte 199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,13,199,199,13,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,13,13,199,13,13,199,13,13,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,13,13,13,13,13,13,13,199,13,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,13,13,13,13,13,13,13,13,13,13,13,13,13,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,13,13,13,13,13,13,13,13,13,13,13,13,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,13,13,13,13,13,13,175,175,175,175,175,13,13,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,22,22,22,4,4,4,22,22,22,13,13,13,13,93,3,175,175,175,3,13,87,87,87,87,22,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,87,87,22,22,22,22,4,4,4,22,22,13,13,13,13,93,93,3,93,3,93,13,13,87,87,87,22,22,22,199,199,199,199,199,199,199,
199,199,199,199,199,199,87,87,87,87,22,22,22,22,87,4,4,4,22,93,93,93,13,93,255,255,93,255,93,13,87,87,87,87,22,22,22,22,199,199,199,199,199,199,
199,199,199,199,199,22,87,87,87,87,22,22,22,22,87,4,4,4,14,175,175,93,13,175,255,0,175,0,175,13,14,14,14,14,14,14,14,22,22,199,199,199,199,199,
199,199,199,199,199,14,14,14,14,14,14,14,14,14,14,14,4,4,4,175,175,175,13,175,175,86,86,86,175,175,14,14,14,14,14,14,14,14,14,199,199,199,199,199,
199,199,199,199,14,14,14,14,14,14,14,14,14,14,14,14,4,4,4,14,14,175,175,175,175,86,86,86,175,175,175,14,14,14,14,14,14,14,14,14,199,199,199,199,
199,199,199,199,14,14,14,14,14,14,14,14,14,14,14,14,4,4,4,4,14,175,175,175,175,175,175,175,175,175,175,14,14,14,14,14,14,14,14,14,199,199,199,199,
199,199,199,14,14,14,14,14,14,14,14,14,14,14,14,14,14,4,4,4,22,175,175,175,175,175,3,3,3,3,175,87,87,87,22,22,22,22,14,14,14,199,199,199,
199,199,199,22,22,22,87,87,87,87,22,22,22,22,87,87,87,4,4,4,22,175,175,175,175,3,175,175,175,175,175,87,87,87,22,22,22,22,87,87,87,199,199,199,
199,199,199,22,22,22,87,87,87,87,22,22,22,22,87,87,87,4,4,4,4,175,175,175,175,175,175,175,175,175,175,87,87,87,22,22,22,22,87,87,87,87,199,199,
199,199,22,22,22,22,87,87,87,87,22,22,22,22,87,87,87,4,4,4,4,22,175,175,175,175,175,175,175,175,87,87,87,87,22,22,22,22,87,87,87,87,199,199,
199,199,22,22,22,175,87,87,87,87,22,22,22,22,87,87,87,4,4,4,4,14,14,93,175,175,175,175,14,14,14,14,14,14,14,14,14,14,87,87,87,87,199,199,
199,199,14,175,175,175,175,14,14,175,14,14,14,14,14,14,14,4,4,4,4,4,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,175,14,199,199,
199,199,175,175,175,175,175,175,175,175,175,175,175,93,14,14,4,4,4,4,4,4,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,93,175,175,175,199,199,
199,199,175,175,175,175,175,175,175,175,175,175,175,93,14,4,4,4,4,4,4,4,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,93,175,175,175,199,199,
199,199,175,175,175,175,175,175,175,175,175,175,175,93,4,4,4,94,4,4,4,4,94,87,87,87,22,22,22,22,87,87,87,87,22,22,22,22,93,175,175,175,199,199,
199,199,175,175,175,175,175,175,175,175,175,175,175,93,4,4,4,94,94,94,94,94,94,13,87,87,22,22,22,22,87,87,87,87,22,22,22,22,93,175,175,175,199,199,
199,199,175,175,175,175,175,175,175,175,175,175,175,93,4,4,4,4,94,4,4,94,4,13,87,87,22,22,22,22,87,87,87,87,22,22,22,22,93,175,175,175,199,199,
199,199,175,175,175,175,175,175,175,175,175,175,175,93,4,4,4,4,94,94,94,94,4,13,13,87,22,22,22,22,87,87,87,87,22,22,22,22,175,175,175,175,199,199,
199,199,175,175,175,175,175,175,175,175,175,175,175,93,4,4,4,4,94,94,94,94,4,4,13,13,14,14,14,14,14,14,14,14,14,14,14,14,175,175,175,175,199,199,
199,199,175,175,175,175,175,175,175,175,175,175,175,175,4,4,4,4,4,4,4,4,4,4,13,13,13,13,14,14,14,14,14,14,14,14,14,14,175,175,175,175,199,199,
199,199,175,175,175,175,175,175,175,175,175,175,175,175,4,4,4,4,4,4,4,4,4,4,13,13,13,13,13,13,14,14,14,14,14,14,14,14,175,175,175,175,199,199,
199,199,175,175,175,175,175,175,175,175,175,175,175,175,4,4,4,4,4,4,4,4,4,4,4,13,13,13,13,13,13,13,14,14,14,14,14,14,175,175,175,175,199,199,
199,199,175,175,175,175,175,175,175,175,175,175,175,175,4,4,4,4,4,4,4,4,4,4,4,13,13,13,13,13,13,13,13,13,13,22,22,22,175,175,175,175,199,199,
